"respondent_id","tasks","profile_rows","finished","progress","all_primary_demographics_missing","primary_demographics_valid","final_analysis_sample","exclusion_reason"
"R_1QgyfJAv3ccLprj",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1QmaZsRUZsKnERn",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1d0to4qTJQgs4R5",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1d4Qlp9RfToJApc",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1d4yeY2lCFSnHYI",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1dLDXMxsTl3HkLd",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1db010cxwAz4lJX",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1dcsuvjVaoyGQYQ",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1di9vNTi6ArtRsx",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1dmge1uE9kFQi0G",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1dn4eiXLv8v1ePu",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1duzmFEDUCj0aRr",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1dyrWFtArP5TkgI",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1eEijBQoxCp56zj",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1ewXzqeRtlUui1d",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1ewpC5JBgFCGS77",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1f2BIuc3QT9yRkR",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1f32iTGi1WDamFD",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1f6DZ8nDgYzr3mo",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1f8EqJGF77f3KbJ",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1febCtVBj9b0SPE",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1g0grlm1Q1aS4ec",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1g1mfn3y64mR3oa",3,6,TRUE,100,TRUE,FALSE,FALSE,"invalid_primary_gender+age+income+education+party+region+employment"
"R_1gGAXmujpS0ABbl",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1gMVJqLT2Qlkr4Y",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1gMWSBQTrCKZeKB",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1gRpyXtj8oI1KbJ",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1gUu7jdDqoe0ZLK",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1geDOBIPykyZXDt",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1gjPbVfftXO1jIW",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1gkjilpE0rl6wEy",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1gqLsyqrzrvN9bJ",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1gu044duKQT6cmk",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1guOXFZsygPoyit",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1gumX60rL48bkHl",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1gwJ4sttgOQY7TZ",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1gzFngrzazdRa5d",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1hF26KCmFlEq8Ea",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1hRscKmFtepnRQg",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1hXageG6ODMGpXI",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1hXzaoT5D2UAnuP",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1hxOdWkDq5rNzmB",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1hyVmaxYkTrCGVR",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1hzkf3Y6QwU0nMh",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1i3uUqfHBpge7I5",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1i9T5whDvTG4XEO",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1iaFqqArh93ZCed",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1ibdqaRByzqi3Mx",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1irK2Fyqxj5UPwm",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1itgadWhktOEzKl",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1jBcsJmxPAEUl6c",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1jClrFIVwKJKtf5",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1jOGPQHnt4FT5wS",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1jPXcGANjDxOS1Z",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1jUh3JwBruZp9iy",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1jV6kcQUeFJg7Xk",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1jVTaY8npEmmz5h",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1jZZUTlK25O4ciW",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1jcYGfRZqQ9DSda",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1jeLQFRFbzeDtt7",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1jj5Xj8Hpmlhttq",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1jqEIZwkMNJKgmJ",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1k2hL5TDnHgprtc",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1kIHWLQIaE0erUe",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1kNaFXG0tk4SzZS",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1kSxdJGjBvupqOy",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1kY4L6c6oxjKCNJ",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1kYrawUhJ3T4jGb",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1kZxiIVCVr4RSwz",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1kZz1TDBczNq498",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1l3iphX82jiWrfo",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1l6lohYv8LpYf7m",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1li7b6jF4rfZWW6",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1liad8B4InMlYuA",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1lid6lObaRyTElV",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1loZsS8VueCm3wZ",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1lrxaYpbCQW17M4",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1lyPQbrqkzv9BPu",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1lyjxvgqnZNCzrc",3,6,TRUE,100,TRUE,FALSE,FALSE,"invalid_primary_gender+age+income+education+party+region+employment"
"R_1mF1if4ybNBZVjg",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1mFpDJi0dmRgmvG",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1mPdBXjPHEsrZUA",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1mQNpWiWyA9fEbQ",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1mQyyC67MFiBpK0",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1mWW87uICZn9uUq",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1meeeY2TvkCNqsF",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1mpTV3Z2vKWfCli",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1mrsEUxkUqli3Jr",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1mt46kdiyAQtj7T",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1mw12CbRqxpqUvo",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1n1uW6brYRHoa01",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1n2SyLElNuxXmWY",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1n2UtSvlDURc1Us",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1n3hwbqsR4IyAjc",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1n7pQeatZVASAlP",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1n9Mlk8sjVStA1j",2,4,FALSE,50,TRUE,FALSE,FALSE,"fewer_than_three_tasks"
"R_1nPJCC19E2L7kk2",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1nVZg3yH39HJXuL",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1nWaY45rpdF0VBs",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1nYHp8MBa9MTtA0",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1nZPJmaQWH40QT3",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1o0AI07AJO37Hf5",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1o152Tq3f5MEsZF",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1o1D6F25WG1PpjC",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1omVL0dbpigWzgv",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1oq1zcagQL23qnp",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1pDMG2WbbeFgmc0",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1pDzob8W5R4ssyY",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1pSBvk1JU47qv2e",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1plkLZnjLlohbne",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1pmrEXg2ukHouxU",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1q2Fe7HFT1QJWNX",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1qTVC2pfWZUuRqP",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1qV7qGvwimhosDM",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1qWKTKyJ28aGV1r",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1r2rKsenxexjJkC",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1r86TJq8Kdi3sis",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1rABZaEitcwyUKj",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1rIC8CBqMNG74MX",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1rP8Wu5t9Lr4tms",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1rq2av01JQPag4R",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1rquXQGmySPmCxi",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1rrKiPAQhJW3KAD",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1ruFNdN8rWPRhzX",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_1rxAh9UFKhfVOgn",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_20MaNBX0P1zb3Yu",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_20OIXUw4UQHYbdt",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_20SaxTO7ow2ZFQl",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_20ZD4i3jZWOA95e",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_215reTOKOXZ0bcm",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_21BPqzSwzBmqUrx",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_21cuzcm2RbqYYv0",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_21ht0id84KG6Irv",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_21mu8G3N6cGa9GH",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_21n678NRpcsvjQl",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_21oHGoJlDidUtxI",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_21uinkaeHvvCKzT",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_21zB9sAp6WSvBPt",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_22LCpO6CY2J4CUU",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_22PMc7TxHB5pSIU",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_22PxbhFBWSgXaZv",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_22VINADQ1ZlmRq1",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_22YueXsewnQksk1",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_22ZHguUDoOX6wO5",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_22rYYLpjLTXMn7F",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
"R_22taYDVOGALtI3b",3,6,TRUE,100,FALSE,TRUE,TRUE,"included"
